author,author_timezone,commit_message,n_commits,n_projects_c,complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines_density,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,open_issues,sqale_debt_ratio,code_smells,bugs,reliability_rating,vulnerabilities,security_rating,files,comment_lines_density,n_measures,n_projects_m,effort,message,blocker,critical,info,major,minor,issue_code_length,n_issues,n_projects_i,clusters,quality_rating
Kristopher J. Nuttycombe,0.0,222.5,2,2,6165.5,3747.0,422.0,132.0,44.1,2805.5,11.0,496.0,1291.0,967.5,40.0,2805.5,4.55,2748.0,32.5,5.0,25.0,4.0,318.0,31.05,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9689975625798763
Leo Sutic,0.0,156.0,1,1,885.0,569.0,164.0,10.0,9.8,340.0,0.0,40.0,174.0,121.0,5.0,340.0,5.2,319.0,15.0,4.0,6.0,3.0,51.0,28.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Luc Maisonobe,0.0,185.01538461538465,65,1,8688.5,4830.0,418.0,100.0,6.449999999999999,3106.25,17.0,809.0,1347.0,894.25,39.0,3106.25,3.1,2956.25,138.0,5.0,12.0,4.0,441.5,30.0,4,1,30.580645161290324,2006.0,0.0,0.0,0.0,25.0,6.0,0.1935483870967742,31.0,1.0,Excellent programming skills,0.9551698306766678
Lukasz Lenart,0.0,128.4542772861357,339,1,3811.6153846153848,3295.769230769231,61.30769230769231,35.53846153846154,3.915384615384616,1233.076923076923,49.30769230769231,61.07692307692308,749.5384615384615,355.0769230769231,18.07692307692308,1233.076923076923,4.261538461538462,1188.4615384615386,30.307692307692307,5.0,14.307692307692308,4.0,301.9230769230769,17.96923076923077,13,1,31.155555555555555,13687.0,1.0,10.0,3.0,123.0,43.0,0.0222222222222222,180.0,1.0,Excellent programming skills,0.9006647723487679
Manuel L. Santillan,0.0,179.34337349397592,166,1,13909.0,14873.0,341.75,147.0,8.075,9186.25,46.25,834.0,4122.25,3904.0,279.75,9186.25,3.8,8824.75,76.0,5.0,285.5,4.0,938.75,26.775,4,1,15.886363636363637,2538.0,0.0,2.0,0.0,17.0,25.0,0.0,44.0,1.0,Excellent programming skills,0.9551698306766678
Marcel Offermans,0.0,212.8302779420461,1691,1,10341.111111111111,11242.5,250.38888888888889,109.61111111111111,7.655555555555556,6528.166666666667,37.77777777777778,563.7222222222222,2878.6111111111118,2833.8888888888887,214.16666666666663,6528.166666666667,3.672222222222222,6340.333333333333,53.72222222222222,5.0,134.11111111111111,4.0,711.1666666666666,29.883333333333333,18,1,21.384615384615383,1921.0,0.0,8.0,0.0,19.0,12.0,0.0,39.0,1.0,Excellent programming skills,0.9551698306766678
Maria Odea B. Ching,0.0,221.74285714285716,70,1,2152.3,1504.4,151.0,20.0,9.679999999999996,1307.5,0.0,82.55,533.0,583.05,108.9,1307.5,3.51,1289.85,6.9,1.45,10.75,3.6,242.35,16.955000000000002,20,1,20.25862068965517,3373.0,0.0,12.0,0.0,32.0,14.0,0.0,58.0,1.0,Excellent programming skills,0.9006647723487679
Mario Ivankovits,0.0,254.2324388318864,2534,2,2865.31090487239,1940.8283062645007,56.11368909512761,18.986078886310903,4.065429234338743,1136.1647331786544,1.7679814385150812,75.12993039443155,669.491879350348,309.93039443155453,79.84454756380511,1136.1647331786544,3.0120649651972258,1118.155452436195,7.183294663573085,4.596287703016241,10.825986078886311,4.0,243.1740139211137,18.52529002320186,431,2,16.06145251396648,32706.0,2.0,20.0,3.0,275.0,237.0,0.0074487895716946,537.0,1.0,Excellent programming skills,0.9006647723487679
Mark Emlyn David Thomas,0.0,222.3684210526316,418,2,5511.052631578948,3893.0,583.0,198.7894736842105,65.0736842105263,3001.7894736842104,19.789473684210527,144.42105263157896,1393.6315789473683,1387.4736842105262,56.47368421052632,3001.7894736842104,6.105263157894737,2870.5789473684213,52.63157894736842,4.684210526315789,78.57894736842105,3.210526315789474,321.5263157894737,23.821052631578947,19,2,20.943661971830984,11353.0,1.0,6.0,0.0,68.0,67.0,0.0492957746478873,142.0,1.0,Excellent programming skills,0.9689975625798763
Mark R. Diggory,0.0,257.57954545454544,88,16,2201.625,1723.25,139.04545454545453,33.98863636363637,28.12159090909092,1194.0681818181818,27.78409090909091,158.4318181818182,476.5340909090909,512.0909090909091,19.227272727272727,1194.0681818181818,4.806818181818179,1161.3636363636365,18.556818181818183,3.8068181818181817,14.147727272727272,3.0681818181818183,118.1590909090909,26.46136363636364,88,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9689975625798763
Mark Thomas,0.0,194.5480386583286,1759,5,2530.3110307414104,1703.5424954792045,149.37974683544303,44.29294755877034,22.78354430379747,1582.1754068716093,6.057866184448463,150.75768535262205,448.251356238698,952.8065099457503,24.301989150090417,1582.1754068716093,3.2130198915009003,1542.3074141048824,9.39240506329114,4.44122965641953,30.475587703435806,3.2025316455696204,86.9385171790235,19.1318264014466,553,5,16.59347181008902,21135.0,3.0,26.0,3.0,124.0,181.0,0.1186943620178041,337.0,4.0,Excellent programming skills,0.9689975625798763
Markus Dahm,0.0,136.08631921824104,614,1,6356.355072463768,4604.260869565217,829.5144927536232,203.8695652173913,48.42971014492754,3591.050724637681,34.13768115942029,172.41304347826087,1517.0942028985507,1815.5797101449275,51.82608695652174,3591.050724637681,6.678985507246366,3462.1014492753625,70.71014492753623,5.0,58.23913043478261,4.0,367.8043478260869,47.58115942028999,138,1,11.616,7680.0,1.0,11.0,2.0,65.0,46.0,0.08,125.0,1.0,Excellent programming skills,0.9689975625798763
Martin Cooper,0.0,323.54862842892766,401,4,473.6684782608696,333.8641304347826,66.26086956521739,12.266304347826088,46.9163043478261,262.9510869565217,3.516304347826087,35.91847826086956,103.3695652173913,91.82065217391305,28.32608695652174,262.9510869565217,4.433152173913043,257.1195652173913,4.108695652173913,3.967391304347826,1.7228260869565215,1.7173913043478262,28.820652173913043,35.34836956521741,184,4,21.375,7856.0,0.0,13.0,6.0,79.0,54.0,0.0,152.0,4.0,Excellent programming skills,0.9689975625798763
Martin van den Bemt,0.0,215.4090909090909,22,8,3014.157894736842,2531.1052631578946,190.73684210526315,56.526315789473685,27.59473684210526,1658.0526315789473,64.57894736842105,212.1578947368421,638.8947368421053,715.8947368421053,26.526315789473685,1658.0526315789473,4.842105263157896,1632.5263157894738,18.157894736842103,3.526315789473684,7.368421052631579,3.263157894736842,181.68421052631575,23.157894736842103,19,8,5.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Excellent programming skills,0.9689975625798763
Matt Sicker,0.0,156.0,18,1,3390.0,2265.0,88.0,31.0,5.4,1615.0,1.0,212.0,427.0,961.0,14.0,1615.0,2.5,1556.0,7.0,4.0,52.0,4.0,104.0,17.599999999999998,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Matthew Hawthorne,0.0,189.16666666666663,30,2,5196.769230769231,2870.846153846154,171.76923076923077,70.3076923076923,10.36923076923077,2095.4615384615386,4.769230769230769,430.2307692307692,765.0769230769231,830.6923076923077,64.6923076923077,2095.4615384615386,3.3384615384615377,2012.3076923076924,67.92307692307692,4.461538461538462,15.23076923076923,4.0,311.0,30.199999999999992,13,2,25.653846153846157,1335.0,0.0,1.0,1.0,16.0,8.0,0.0,26.0,2.0,Excellent programming skills,0.9551698306766678
Matthew Jason Benson,0.0,171.79771784232366,964,17,6359.714285714285,5712.861003861004,211.8610038610039,36.4980694980695,6.496525096525096,2658.2779922779923,16.285714285714285,154.33976833976834,946.2509652509652,1522.6833976833975,18.71814671814672,2658.2779922779923,4.04903474903477,2580.3822393822397,54.6988416988417,4.084942084942085,23.1969111969112,3.9613899613899615,226.55598455598457,17.037451737451747,259,17,19.271844660194176,5830.0,0.0,5.0,1.0,64.0,33.0,0.0,103.0,3.0,Excellent programming skills,0.9689975625798763
Maurice (Mike) L. Kienenberger,0.0,193.0,1,1,26467.0,18434.0,1510.0,328.0,5.2,13526.0,106.0,552.0,6575.0,5899.0,394.0,13526.0,3.6,11956.0,1443.0,5.0,127.0,4.0,2503.0,11.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9006647723487679
Maurizio Cucchiara,0.0,182.3986394557823,735,1,3851.096618357488,3425.405797101449,93.512077294686,48.45893719806763,6.314009661835752,1285.9468599033817,50.61352657004831,66.92753623188406,801.3381642512078,349.5314009661836,17.536231884057973,1285.9468599033817,4.104830917874399,1232.5893719806763,33.53623188405797,5.0,19.82125603864734,4.0,296.3719806763285,15.128502415458897,207,1,16.957894736842107,25109.0,2.0,13.0,2.0,242.0,121.0,0.0131578947368421,380.0,1.0,Excellent programming skills,0.9006647723487679
Michael Becke,0.0,169.0,3,2,1243.6666666666667,849.0,92.33333333333331,18.0,8.466666666666667,632.3333333333334,0.0,130.33333333333334,246.0,253.0,3.0,632.3333333333334,3.9666666666666655,586.0,3.0,4.0,43.333333333333336,4.0,100.66666666666669,26.366666666666664,3,2,4.333333333333333,289.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,2.0,Excellent programming skills,0.9551698306766678
Michael E. Rodriguez,0.0,238.49693251533745,326,1,4721.115384615385,5109.961538461538,93.03846153846152,36.03846153846154,5.176923076923076,2505.230769230769,28.884615384615383,197.30769230769232,1174.0,1023.8461538461538,81.1923076923077,2505.230769230769,3.665384615384615,2442.1153846153848,25.57692307692308,5.0,37.53846153846154,4.0,312.61538461538464,36.45,26,1,30.92,2539.0,0.0,3.0,0.0,32.0,15.0,0.0,50.0,1.0,Excellent programming skills,0.9551698306766678
Michael Han,7.0,520.031007751938,129,1,10111.0,8916.5,384.0,107.0,5.0,4981.5,18.0,534.0,2199.5,2153.0,77.0,4981.5,3.1,4471.5,33.0,5.0,477.0,4.0,493.0,13.5,2,1,10.833333333333334,393.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0,1.0,Excellent programming skills,0.9006647723487679
Michael Osipov,0.0,209.34,50,3,7904.681818181818,5159.0,634.5,120.22727272727272,11.813636363636364,3322.909090909091,6.136363636363637,292.8636363636364,1739.3181818181818,1154.1363636363635,130.45454545454547,3322.909090909091,3.7772727272727264,3261.5,11.545454545454543,4.090909090909091,49.86363636363637,3.954545454545455,614.5454545454545,13.663636363636364,22,3,17.88888888888889,556.0,0.0,0.0,2.0,3.0,4.0,0.0,9.0,1.0,Excellent programming skills,0.9006647723487679
Michael Ray Gentry,0.0,171.5,2,1,26147.5,18362.0,1504.5,328.0,5.3,13300.5,105.5,546.0,6461.5,5805.0,382.5,13300.5,3.5,11740.0,1441.0,5.0,119.5,4.0,2380.5,11.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9006647723487679
Michael Smith,0.0,451.7522522522523,222,1,2880.583333333333,2300.333333333333,112.83333333333331,13.47222222222222,7.887499999999999,1445.625,13.26388888888889,303.6666666666667,529.4166666666666,582.9861111111111,16.291666666666668,1445.625,3.3097222222222227,1414.3333333333333,15.52777777777778,5.0,15.76388888888889,4.0,101.15277777777776,22.99444444444445,72,1,14.320652173913045,11343.0,4.0,19.0,6.0,70.0,85.0,0.1304347826086956,184.0,1.0,Excellent programming skills,0.9006647723487679
Michi Mutsuzaki,0.0,190.2096069868996,687,1,9298.208333333334,8356.625,315.0833333333333,99.33333333333331,5.779166666666669,4759.5,17.083333333333332,516.0416666666666,2040.4166666666667,2117.875,68.08333333333333,4759.5,3.1,4310.833333333333,32.208333333333336,5.0,416.4583333333333,4.0,436.0,13.220833333333326,24,1,8.0,946.0,0.0,4.0,0.0,4.0,6.0,0.0,14.0,1.0,Excellent programming skills,0.9006647723487679
Mithun Radhakrishnan,0.0,184.0,1,1,88656.0,72892.0,4415.0,457.0,17.0,36639.0,235.0,1638.0,12922.0,20963.0,881.0,36639.0,3.2,35261.0,734.0,5.0,644.0,4.0,2122.0,9.7,1,1,10.75,258.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,Extremely bad programming skills,0.17516783439468797
Mladen Turk,0.0,178.2819429778247,947,1,219.28378378378375,200.5216216216216,36.17567567567568,7.651351351351352,52.788108108108105,252.5081081081081,5.524324324324325,36.53243243243243,150.53513513513514,59.91621621621621,0.0,252.5081081081081,7.205945945945917,247.16486486486485,5.343243243243244,4.0,0.0,1.0,13.55945945945946,23.7602702702701,370,1,20.642857142857142,1644.0,3.0,4.0,0.0,12.0,9.0,0.0,28.0,1.0,Excellent programming skills,0.9689975625798763
Morgan James Delagrange,0.0,184.43756345177664,985,2,3323.5190311418687,2557.2318339100348,94.2560553633218,43.134948096885815,8.232871972318346,1499.3806228373703,11.633217993079583,190.3252595155709,796.9134948096886,481.51557093425606,18.993079584775085,1499.3806228373703,4.234948096885821,1473.121107266436,11.453287197231834,4.460207612456747,14.806228373702425,4.0,266.91695501730106,24.72941176470589,289,2,14.678391959798995,25465.0,4.0,22.0,2.0,220.0,150.0,0.057788944723618,398.0,2.0,Excellent programming skills,0.9006647723487679
Namit Jain,0.0,401.6275528169014,11360,1,39394.61338797814,33977.83060109289,1905.042349726776,197.75409836065572,14.729508196721284,17203.465846994535,167.71038251366122,765.2267759562842,6772.245901639344,8889.079234972678,609.2035519125683,17203.465846994535,3.63114754098357,16385.781420765026,438.46448087431696,5.0,379.21994535519127,4.0,1134.2158469945357,12.038251366120232,732,1,14.642757660167131,188042.0,15.0,181.0,3.0,1280.0,1393.0,0.0334261838440111,2872.0,1.0,Excellent programming skills,0.9006647723487679
Navis Ryu,0.0,185.30795454545452,880,1,102171.07352941176,84007.41176470589,5374.5,687.0588235294117,18.90882352941176,41712.60294117647,253.30882352941177,1890.6323529411768,15354.411764705885,23221.264705882357,992.9852941176472,41712.60294117647,3.213235294117643,40154.970588235294,810.3529411764706,5.0,747.2794117647059,4.0,2599.676470588235,9.717647058823536,68,1,39.47338319401672,180780.0,25.0,105.0,0.0,1281.0,862.0,0.064232292124945,2273.0,1.0,Extremely bad programming skills,0.17516783439468797
Neil O'Toole,0.0,256.1666666666667,6,1,9977.75,6164.25,360.0,123.0,11.8,4078.5,9.0,874.5,1866.25,1296.75,32.0,4078.5,3.4,4003.5,60.0,5.0,15.0,4.0,457.0,29.5,4,1,4.454545454545454,577.0,0.0,3.0,0.0,2.0,6.0,0.0,11.0,1.0,Excellent programming skills,0.9551698306766678
Niall Kegan Pemberton,0.0,240.60721062618595,1581,4,2361.438502673797,1441.6122994652403,185.24598930481284,33.216577540106954,11.757219251336949,916.7192513368984,1.3128342245989304,147.20320855614975,413.3395721925133,337.5213903743316,17.342245989304814,916.7192513368984,3.95026737967916,887.8850267379679,19.70855614973262,3.671122994652406,9.12566844919786,3.3262032085561497,125.79946524064172,30.625401069518706,374,4,15.671081677704194,63812.0,0.0,47.0,4.0,376.0,479.0,0.0518763796909492,906.0,4.0,Excellent programming skills,0.9689975625798763
Niall Pemberton,0.0,232.2538287010777,3526,15,3130.6941838649154,2509.875234521576,202.28705440900563,36.50281425891182,18.61050656660415,1801.5225140712944,101.70356472795496,364.9080675422138,611.0712945590994,683.2073170731708,40.632270168855534,1801.5225140712944,4.3868667917448345,1759.8818011257035,24.650093808630395,4.321763602251407,16.9906191369606,3.689493433395872,165.68386491557223,29.82973733583495,1066,15,23.885887284583134,456302.0,27.0,654.0,46.0,3759.0,1955.0,0.0504580034156186,6441.0,6.0,Excellent programming skills,0.9689975625798763
Nick Burch,0.0,208.5531914893617,47,2,1929.857142857143,1202.428571428571,218.3571428571429,35.964285714285715,10.564285714285718,729.4642857142857,0.1071428571428571,69.35714285714286,315.5357142857143,315.6428571428572,28.821428571428573,729.4642857142857,4.110714285714283,691.8928571428571,16.357142857142858,4.0,21.214285714285715,2.9285714285714284,131.67857142857142,35.90714285714285,28,2,4.5,311.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,1.0,Excellent programming skills,0.9551698306766678
Nicola Ken Barozzi,0.0,214.43023255813952,172,2,1001.4666666666668,994.2666666666668,21.666666666666668,5.933333333333334,4.58,536.6666666666666,1.8666666666666667,63.53333333333333,257.53333333333336,202.33333333333331,11.4,536.6666666666666,3.2,503.2,30.266666666666666,3.6,3.2,3.4,41.93333333333333,28.14666666666666,15,1,16.90810810810811,13514.0,2.0,16.0,3.0,85.0,79.0,0.0162162162162162,185.0,1.0,Excellent programming skills,0.9551698306766678
Nigel Daley,0.0,232.66666666666663,12,1,11772.0,11210.0,1224.0,75.0,24.4,7442.0,61.0,297.0,3119.0,3888.0,77.0,7442.0,5.0,6791.0,215.0,5.0,436.0,4.0,404.0,5.9,1,1,46.75,163.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,Excellent programming skills,0.9006647723487679
Niklas Gustavsson,0.0,244.12087912087912,91,2,787.6666666666666,664.6666666666666,34.5,22.08333333333333,41.7,399.6666666666667,0.1666666666666666,59.333333333333336,197.0,131.75,11.416666666666666,399.6666666666667,4.383333333333333,382.0833333333333,1.75,3.25,15.833333333333334,1.5,59.41666666666666,30.075000000000006,12,2,18.0,6936.0,1.0,8.0,3.0,61.0,41.0,0.0,114.0,2.0,Excellent programming skills,0.9689975625798763
Ning Zhang,0.0,209.4457236842105,1824,1,34933.33050847457,30375.245762711864,1675.457627118644,174.72033898305085,14.587288135593234,14965.847457627118,180.77966101694915,700.2457627118644,6232.635593220339,7272.983050847458,579.2033898305085,14965.847457627118,3.5338983050847497,14199.42372881356,417.8305084745763,5.0,348.59322033898303,4.0,1057.9322033898304,12.323728813559336,118,1,58.88649706457926,34251.0,5.0,36.0,1.0,236.0,233.0,0.0450097847358121,511.0,1.0,Excellent programming skills,0.9006647723487679
Oleg Kalnichevski,0.0,189.29943469205597,33610,3,5174.924091347701,3640.1447410743,511.1045352203281,97.05082019942104,12.19890640077194,2227.2756513348345,4.53232550659376,314.3959472499196,1121.456416854294,724.6130588613702,62.2779028626568,2227.2756513348345,4.037825667417137,2175.663235767128,5.789964618848504,3.748472177549051,45.82245094885816,3.960437439691219,411.991315535542,16.731103248632966,3109,3,21.67461139896373,419270.0,21.0,564.0,180.0,3293.0,2697.0,0.0257586972612879,6755.0,2.0,Excellent programming skills,0.9689975625798763
Oliver Heger,0.0,224.7549536256324,9488,4,6220.0567772890845,3375.1495401839265,109.3406637345062,26.757696921231503,4.7910835665734135,1803.488204718113,43.11675329868053,240.1815273890444,680.0283886445421,822.563774490204,17.597760895641745,1803.488204718113,2.505597760895642,1769.5253898440624,17.43262694922031,4.309876049580168,16.530187924830066,4.0,316.3626549380248,26.80175929628184,2501,4,22.06870229007633,117880.0,7.0,208.0,40.0,989.0,721.0,0.0432569974554707,1965.0,4.0,Excellent programming skills,0.9689975625798763
Olivier Lamy,0.0,194.4023178807947,604,20,3917.278145695365,3208.218543046358,176.01324503311258,40.37086092715232,9.092052980132449,1699.76821192053,40.450331125827816,221.39735099337747,771.2847682119206,641.2185430463576,25.41721854304636,1699.76821192053,3.9417218543046375,1624.0529801324503,51.34437086092715,4.437086092715232,24.37086092715232,3.774834437086093,219.58278145695363,26.05430463576162,151,20,14.736842105263158,2562.0,0.0,0.0,1.0,17.0,20.0,0.0,38.0,2.0,Excellent programming skills,0.9689975625798763
Ortwin Glueck,0.0,150.015625,64,2,2323.24,1685.76,131.84,36.76,6.864000000000001,1045.12,2.6,250.4,396.48,390.88,4.76,1045.12,4.38,1023.16,2.32,4.0,19.64,4.0,205.8,19.420000000000005,25,2,20.916666666666668,1447.0,0.0,1.0,2.0,15.0,6.0,0.0,24.0,2.0,Excellent programming skills,0.9006647723487679
Owen O'Malley,0.0,244.2506690454951,1121,1,97977.8846153846,82743.21153846153,5468.403846153846,639.6153846153846,19.40384615384615,39985.53846153846,240.48076923076923,1844.5961538461536,14765.307692307691,22203.634615384617,931.5192307692308,39985.53846153846,3.326923076923075,38425.5,838.8269230769231,5.0,721.2115384615385,4.0,2424.7115384615386,9.388461538461533,52,1,55.36850562399572,141045.0,14.0,99.0,2.0,1022.0,730.0,0.0471344402785216,1867.0,1.0,Extremely bad programming skills,0.17516783439468797
Pascal Schumacher,0.0,143.1578947368421,133,17,3922.347222222222,2719.458333333333,140.19444444444446,30.569444444444443,5.6249999999999964,1710.888888888889,30.83333333333333,170.65277777777777,719.3472222222222,730.5277777777778,59.52777777777778,1710.888888888889,3.2666666666666675,1651.4722222222222,22.541666666666668,3.8055555555555554,36.875,3.013888888888889,240.23611111111111,26.797222222222217,72,12,1.6666666666666667,107.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,Excellent programming skills,0.9689975625798763
Patrick D. Hunt,0.0,193.16753022452505,4053,1,9670.5,8598.0,333.6041666666667,101.1875,5.072916666666669,4818.791666666667,17.833333333333332,514.0625,2110.6041666666665,2102.5625,73.72916666666667,4818.791666666667,3.099999999999997,4347.145833333333,32.5,5.0,439.1458333333333,4.0,466.2916666666667,13.337500000000007,48,1,12.03921568627451,6722.0,0.0,5.0,0.0,48.0,49.0,0.0196078431372549,102.0,1.0,Excellent programming skills,0.9006647723487679
Patrick H. Luby,0.0,330.6,5,1,824.0,489.2,177.6,40.0,50.46,570.2,24.0,13.6,212.8,285.8,34.0,570.2,5.8,570.2,0.0,1.0,0.0,1.0,50.0,33.3,5,1,8.285714285714286,860.0,0.0,2.0,1.0,5.0,6.0,0.0,14.0,1.0,Excellent programming skills,0.9689975625798763
Paul Libbrecht,0.0,292.0632911392405,316,1,5196.085365853659,3798.8414634146334,74.3780487804878,56.69512195121951,4.584146341463413,1998.378048780488,6.012195121951219,106.76829268292684,1194.341463414634,666.1585365853658,25.09756097560976,1998.378048780488,4.651219512195119,1976.7682926829268,10.317073170731708,4.0,11.292682926829269,4.0,522.109756097561,25.24024390243901,82,1,15.10958904109589,4124.0,0.0,5.0,0.0,39.0,29.0,0.0,73.0,1.0,Excellent programming skills,0.9006647723487679
Paul Yang,0.0,192.0,292,1,43032.68,37559.84,1966.84,204.48,15.9,18008.72,204.2,913.36,6993.36,9465.56,432.24,18008.72,3.4000000000000004,17185.56,458.88,5.0,364.28,4.0,1159.6,10.656,25,1,18.28735632183908,5321.0,1.0,11.0,0.0,30.0,45.0,0.0114942528735632,87.0,1.0,Excellent programming skills,0.9006647723487679
Peter A Royal Jr,0.0,204.6745283018868,212,3,3946.1296296296296,3333.5925925925926,87.27777777777777,37.66666666666666,5.594444444444447,1896.7407407407409,19.90740740740741,80.01851851851852,1004.7037037037036,774.8888888888889,17.22222222222222,1896.7407407407409,5.575925925925925,1826.1296296296296,55.77777777777778,4.0,14.833333333333334,4.0,346.1851851851852,22.14629629629629,54,2,17.4031007751938,7954.0,2.0,8.0,0.0,72.0,47.0,0.1317829457364341,129.0,2.0,Excellent programming skills,0.9006647723487679
Peter Donald,0.0,273.5,2,2,1264.0,957.0,49.0,36.5,22.5,661.0,3.5,36.5,341.0,278.5,1.5,661.0,3.7,656.0,1.5,4.0,3.5,2.5,132.0,33.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Peter Lynch,0.0,439.5,6,1,2221.25,1572.25,71.0,61.5,14.05,1204.0,4.5,55.5,600.25,541.75,2.0,1204.0,4.75,1197.75,0.75,1.75,5.5,4.0,236.25,25.8,4,1,7.0,268.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,Excellent programming skills,0.9006647723487679
Phil Steitz,0.0,221.73123732251523,986,12,3697.589073634205,2380.5130641330165,228.4014251781473,73.51543942992875,43.333016627078415,1979.0166270783848,9.47268408551069,251.1330166270784,621.7980997624703,1064.7672209026127,31.84560570071259,1979.0166270783848,3.543467933491685,1921.3681710213775,18.137767220902614,4.745843230403801,39.510688836104514,3.983372921615202,141.41092636579572,21.37102137767217,421,12,18.30188679245283,14125.0,3.0,31.0,1.0,136.0,94.0,0.0,265.0,2.0,Excellent programming skills,0.9689975625798763
Prasad Chakka,0.0,144.6126582278481,395,1,16002.333333333334,13813.0,1128.6666666666667,84.95238095238095,13.66666666666667,9327.047619047618,117.28571428571428,388.8095238095238,3777.190476190476,4205.285714285715,838.4761904761905,9327.047619047618,4.428571428571428,8678.761904761905,263.42857142857144,5.0,384.8571428571428,4.0,641.952380952381,14.504761904761908,21,1,12.885714285714286,2218.0,0.0,2.0,0.0,10.0,23.0,0.0,35.0,1.0,Excellent programming skills,0.9006647723487679
Prasad Suresh Mujumdar,0.0,206.81333333333333,75,1,114931.0,94418.15384615384,6323.461538461538,878.3846153846154,19.96923076923077,46552.46153846154,264.0,2132.230769230769,17475.076923076922,25566.69230769231,1114.4615384615386,46552.46153846154,3.2,44821.0,887.2307692307693,5.0,844.2307692307693,4.0,2979.846153846154,9.7,13,1,12.62037037037037,22927.0,4.0,13.0,0.0,176.0,131.0,0.0246913580246913,324.0,1.0,Extremely bad programming skills,0.17516783439468797
Prasanth J,0.0,213.72549019607845,51,1,124005.16666666669,102535.0,6620.333333333333,714.6666666666666,15.55,49371.5,266.1666666666667,2272.0,17909.166666666668,27998.83333333333,925.3333333333334,49371.5,3.2,47586.66666666666,942.6666666666666,5.0,842.1666666666666,4.0,3059.0,9.5,6,1,32.666666666666664,295.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,1.0,Extremely bad programming skills,0.17516783439468797
Raghotham Murthy,0.0,187.1081081081081,814,1,18350.95652173913,15694.260869565218,1176.0,99.78260869565216,14.195652173913038,10174.304347826086,132.04347826086956,404.60869565217394,4204.478260869565,4605.173913043478,828.0,10174.304347826086,4.308695652173912,9536.130434782608,301.60869565217394,5.0,336.5652173913044,4.0,705.3478260869565,13.982608695652177,23,1,12.579166666666667,15648.0,3.0,20.0,0.0,92.0,125.0,0.0,240.0,1.0,Excellent programming skills,0.9006647723487679
Rahul Akolkar,0.0,417.20225694444446,1152,18,2324.377300613497,1849.29754601227,232.4478527607362,67.78527607361963,40.084049079754585,1340.3159509202453,21.993865030674847,98.9877300613497,615.5521472392638,569.9785276073619,33.80368098159509,1340.3159509202453,5.199999999999995,1283.760736196319,32.941717791411044,4.432515337423313,23.613496932515336,3.822085889570552,146.22699386503066,26.78067484662576,326,18,22.087314662273474,43399.0,5.0,37.0,11.0,357.0,197.0,0.0807248764415156,607.0,4.0,Excellent programming skills,0.9689975625798763
Rakesh Radhakrishnan,0.0,231.95833333333331,216,1,9413.235294117649,8430.176470588236,317.97058823529414,100.02941176470588,5.5617647058823545,4782.970588235294,17.352941176470587,518.5882352941177,2062.970588235294,2115.264705882353,68.79411764705883,4782.970588235294,3.0999999999999983,4326.64705882353,32.26470588235294,5.0,424.05882352941177,4.0,444.8235294117647,13.255882352941171,34,1,16.806451612903224,1875.0,0.0,1.0,0.0,9.0,21.0,0.0,31.0,1.0,Excellent programming skills,0.9006647723487679
Ralph Goers,0.0,166.4564998320457,2977,4,4614.690265486725,3401.579646017699,87.79203539823008,28.836283185840703,4.11946902654867,1520.2787610619469,11.106194690265486,162.28761061946904,855.2035398230089,423.2920353982301,68.38938053097345,1520.2787610619469,2.6721238938053045,1488.4070796460178,15.61504424778761,4.933628318584071,16.256637168141594,3.995575221238938,295.46902654867256,20.684513274336258,226,3,13.64390243902439,26245.0,6.0,19.0,4.0,160.0,221.0,0.0,410.0,2.0,Excellent programming skills,0.9006647723487679
